Start Time,End Time,Start Freq,End Freq,Duration
342.2133333333333,342.41066666666666,4.125,5.34375,0.19733333333334713
346.4266666666667,346.44266666666664,3.0,4.3125,0.01599999999996271
349.53066666666666,349.61066666666665,3.84375,3.84375,0.07999999999998408
356.32,356.368,4.875,5.4375,0.04800000000000182
361.02933333333334,361.1573333333333,3.9375,4.96875,0.1279999999999859
361.46666666666664,361.4773333333333,4.875,4.96875,0.010666666666679703
362.5013333333333,362.512,3.09375,3.1875,0.010666666666679703
363.92,363.984,3.84375,3.65625,0.06399999999996453
364.016,364.18666666666667,3.75,5.4375,0.17066666666664787
365.81333333333333,365.984,4.5,3.5625,0.17066666666664787
367.0933333333333,367.3546666666667,4.875,6.84375,0.2613333333333685
367.46133333333336,367.7013333333333,4.21875,5.25,0.23999999999995225
